year,make,model,price,mileage,color,url,body_type
2012,Volkswagen,Golf,$CALL,287195,gray,https://www.carpages.ca/used-cars/british-columbia/abbotsford/2012-volkswagen-golf-13296803/,Hatchback
2026,Honda,Prelude,$CALL,0,red,https://www.carpages.ca/new-cars/newfoundland-and-labrador/corner-brook/2026-honda-prelude-13292606/,Hatchback
2021,Toyota,Corolla,$CALL,49651,galactic,https://www.carpages.ca/used-cars/ontario/ottawa/2021-toyota-corolla-13291106/,Hatchback
2014,Honda,Fit,$CALL,150488,red,https://www.carpages.ca/used-cars/ontario/ottawa/2014-honda-fit-13286798/,Hatchback
2026,Toyota,Prius,$CALL,15,black,https://www.carpages.ca/new-cars/british-columbia/surrey/2026-toyota-prius-13286429/,Hatchback
2026,Toyota,Prius,$CALL,15,silver,https://www.carpages.ca/new-cars/british-columbia/surrey/2026-toyota-prius-13286426/,Hatchback
2013,Volkswagen,Golf,$CALL,193302,gray,https://www.carpages.ca/used-cars/ontario/oakville/2013-volkswagen-golf-13266386/,Hatchback
2014,Hyundai,Elantra,$CALL,166289,white,https://www.carpages.ca/used-cars/ontario/ottawa/2014-hyundai-elantra-13262390/,Hatchback
2018,Kia,Rio5,$CALL,59352,gray,https://www.carpages.ca/used-cars/manitoba/killarney/2018-kia-rio5-13261772/,Hatchback
2019,Volkswagen,Golf,$CALL,97392,black,https://www.carpages.ca/used-cars/ontario/ottawa/2019-volkswagen-golf-13260101/,Hatchback
2026,Toyota,Prius,$CALL,90,silver,https://www.carpages.ca/new-cars/british-columbia/north-vancouver/2026-toyota-prius-13214315/,Hatchback
2019,Volkswagen,Golf,$CALL,87000,white,https://www.carpages.ca/used-cars/ontario/waterloo/2019-volkswagen-golf-13207175/,Hatchback
2018,Chevrolet,Volt,$CALL,110000,Other,https://www.carpages.ca/used-cars/ontario/waterloo/2018-chevrolet-volt-13207163/,Hatchback
2016,Volkswagen,Golf,$CALL,62000,white,https://www.carpages.ca/used-cars/ontario/waterloo/2016-volkswagen-golf-13207154/,Hatchback
2019,Volkswagen,Golf,$CALL,97000,black,https://www.carpages.ca/used-cars/ontario/waterloo/2019-volkswagen-golf-13207151/,Hatchback
2013,Kia,Soul,$CALL,260000,na,https://www.carpages.ca/used-cars/alberta/edmonton/2013-kia-soul-13195811/,Hatchback
2010,MINI,Cooper,$CALL,56000,red,https://www.carpages.ca/used-cars/british-columbia/surrey/2010-mini-cooper-13195649/,Hatchback
2021,Mazda,MAZDA3,$CALL,104060,blue,https://www.carpages.ca/used-cars/saskatchewan/regina/2021-mazda-mazda3-13188224/,Hatchback
2018,Mazda,MAZDA3,$CALL,93000,blue,https://www.carpages.ca/used-cars/ontario/waterloo/2018-mazda-mazda3-13168331/,Hatchback
2018,Hyundai,IONIQ,$CALL,115000,blue,https://www.carpages.ca/used-cars/ontario/waterloo/2018-hyundai-ioniq-13168334/,Hatchback
2026,Toyota,Prius,$CALL,0,white,https://www.carpages.ca/new-cars/saskatchewan/regina/2026-toyota-prius-13165883/,Hatchback
2016,Volkswagen,Golf,$CALL,142934,Other,https://www.carpages.ca/used-cars/ontario/kingston/2016-volkswagen-golf-13149928/,Hatchback
2026,Toyota,Prius,$CALL,12,red,https://www.carpages.ca/new-cars/british-columbia/north-vancouver/2026-toyota-prius-13143721/,Hatchback
2025,Toyota,Prius,$CALL,8020,gray,https://www.carpages.ca/used-cars/british-columbia/surrey/2025-toyota-prius-13141378/,Hatchback
2025,Mazda,MAZDA3,$CALL,100,white,https://www.carpages.ca/new-cars/ontario/greater-sudbury/2025-mazda-mazda3-13141015/,Hatchback
2020,Kia,Soul,$CALL,73755,green,https://www.carpages.ca/used-cars/ontario/walkerton/2020-kia-soul-13125560/,Hatchback
2010,Toyota,Matrix,$CALL,204002,gray,https://www.carpages.ca/used-cars/alberta/pincher-creek/2010-toyota-matrix-13125146/,Hatchback
2017,Honda,Civic,$CALL,123000,gray,https://www.carpages.ca/used-cars/ontario/waterloo/2017-honda-civic-13124912/,Hatchback
2017,Chevrolet,Spark,$CALL,45000,blue,https://www.carpages.ca/used-cars/ontario/waterloo/2017-chevrolet-spark-13113716/,Hatchback
2018,Toyota,Corolla,$CALL,173355,Other,https://www.carpages.ca/used-cars/ontario/kingston/2018-toyota-corolla-13110308/,Hatchback
2016,Volkswagen,Golf,$CALL,145000,blue,https://www.carpages.ca/used-cars/ontario/waterloo/2016-volkswagen-golf-13086002/,Hatchback
2015,Subaru,Impreza,$CALL,136000,maroon,https://www.carpages.ca/used-cars/ontario/waterloo/2015-subaru-impreza-13085990/,Hatchback
2018,Volkswagen,Golf,$CALL,90000,red,https://www.carpages.ca/used-cars/ontario/waterloo/2018-volkswagen-golf-13082564/,Hatchback
2017,Mazda,MAZDA3,$CALL,121000,blue,https://www.carpages.ca/used-cars/ontario/waterloo/2017-mazda-mazda3-13079266/,Hatchback
2013,Kia,Rio,$CALL,206250,black,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2013-kia-rio-13077979/,Hatchback
2017,Honda,Civic,$CALL,118497,Other,https://www.carpages.ca/used-cars/ontario/kingston/2017-honda-civic-13075189/,Hatchback
2017,Volkswagen,Golf,$CALL,123000,blue,https://www.carpages.ca/used-cars/ontario/waterloo/2017-volkswagen-golf-13067824/,Hatchback
2026,Honda,Civic,$CALL,20,white,https://www.carpages.ca/new-cars/ontario/cambridge/2026-honda-civic-13058882/,Hatchback
2026,Honda,Civic,$CALL,20,white,https://www.carpages.ca/new-cars/ontario/cambridge/2026-honda-civic-13058879/,Hatchback
2026,Honda,Civic,$CALL,20,white,https://www.carpages.ca/new-cars/ontario/cambridge/2026-honda-civic-13058876/,Hatchback
2026,Honda,Civic,$CALL,20,black,https://www.carpages.ca/new-cars/ontario/cambridge/2026-honda-civic-13058873/,Hatchback
2016,Volkswagen,Golf,$CALL,61000,white,https://www.carpages.ca/used-cars/ontario/waterloo/2016-volkswagen-golf-13058783/,Hatchback
2021,Kia,Soul,$CALL,115417,white,https://www.carpages.ca/used-cars/nova-scotia/bridgewater/2021-kia-soul-13052327/,Hatchback
2019,Nissan,Micra,$CALL,82851,Other,https://www.carpages.ca/used-cars/ontario/kingston/2019-nissan-micra-13040671/,Hatchback
2026,Honda,Civic,$CALL,20,gray,https://www.carpages.ca/new-cars/ontario/cambridge/2026-honda-civic-13013431/,Hatchback
2014,Kia,Soul,$CALL,178214,Other,https://www.carpages.ca/used-cars/ontario/kingston/2014-kia-soul-12993385/,Hatchback
2018,Subaru,Impreza,$CALL,148000,white,https://www.carpages.ca/used-cars/ontario/waterloo/2018-subaru-impreza-12977782/,Hatchback
2026,Honda,Civic,$CALL,20,white,https://www.carpages.ca/new-cars/ontario/cambridge/2026-honda-civic-12965933/,Hatchback
2020,Hyundai,Accent,$CALL,140679,gray,https://www.carpages.ca/used-cars/ontario/cobourg/2020-hyundai-accent-12952388/,Hatchback
2016,Mazda,MAZDA3,$CALL,119000,red,https://www.carpages.ca/used-cars/ontario/waterloo/2016-mazda-mazda3-12939890/,Hatchback
2021,Kia,Soul,$CALL,130933,Other,https://www.carpages.ca/used-cars/ontario/kingston/2021-kia-soul-12912953/,Hatchback
